Country,Year,"Agriculture, hunting, forestry, fishing (ISIC A-B)",Construction (ISIC F),Exports of goods and services,Imports of goods and services,Manufacturing (ISIC D),"Mining, Manufacturing, Utilities (ISIC C-E)",Other Activities (ISIC J-P),"Transport, storage and communication (ISIC I)","Wholesale, retail trade, restaurants and hotels (ISIC G-H)",Gross National Income(GNI) in USD,Gross Domestic Product (GDP),Trade Balance,Sectoral Output
 Lesotho ,1.45891,-0.190489,-0.199063,-0.259831,-0.241085,-0.176937,-0.193305,-0.152488,-0.168098,-0.178322,-0.180538,-0.183151,-0.0602148,-0.178464
 Lesotho ,1.52603,-0.190542,-0.199547,-0.260797,-0.24203,-0.177014,-0.1935,-0.15242,-0.16822,-0.178741,-0.180683,-0.183272,-0.0601621,-0.178567
 Lesotho ,1.59314,-0.190543,-0.200235,-0.261931,-0.24352,-0.177456,-0.193683,-0.152627,-0.168454,-0.179252,-0.181065,-0.183597,-0.0580726,-0.178868
 Lesotho ,1.66026,-0.190696,-0.200026,-0.26087,-0.241973,-0.177118,-0.193645,-0.152303,-0.168324,-0.179043,-0.180787,-0.183335,-0.0608482,-0.178632
 Latvia ,-0.420328,-0.143922,-0.182009,-0.245578,-0.231405,-0.161572,-0.181111,-0.151829,-0.157076,-0.176182,-0.173838,-0.176033,-0.0380909,-0.170023
 Latvia ,-0.353213,-0.144697,-0.190623,-0.252388,-0.243375,-0.162129,-0.181398,-0.15211,-0.16154,-0.173635,-0.174567,-0.17675,-0.00936406,-0.170736
 Latvia ,-0.286097,-0.169522,-0.19518,-0.244855,-0.233252,-0.170654,-0.18901,-0.152759,-0.157301,-0.175045,-0.177665,-0.179752,-0.0244587,-0.174635
 Latvia ,-0.218981,-0.179788,-0.196852,-0.249341,-0.240053,-0.173348,-0.189791,-0.152499,-0.156042,-0.177365,-0.178437,-0.180523,-0.0113416,-0.1757
 Latvia ,-0.151866,-0.182385,-0.195183,-0.255526,-0.242925,-0.174153,-0.191004,-0.151849,-0.157541,-0.176808,-0.178299,-0.180377,-0.0280428,-0.175843
 Latvia ,-0.0847501,-0.18267,-0.196442,-0.256424,-0.242701,-0.173876,-0.190837,-0.150966,-0.160894,-0.176923,-0.178118,-0.180253,-0.0339016,-0.175744
 Latvia ,-0.0176345,-0.183168,-0.196141,-0.253303,-0.238114,-0.173483,-0.190246,-0.150846,-0.159316,-0.175572,-0.177549,-0.179677,-0.0422579,-0.175234
 Latvia ,0.0494812,-0.185143,-0.195417,-0.252291,-0.236846,-0.172502,-0.189296,-0.150546,-0.158278,-0.174953,-0.176982,-0.179115,-0.0437954,-0.174659
 Latvia ,0.116597,-0.186394,-0.192804,-0.251032,-0.234097,-0.173252,-0.189804,-0.149848,-0.157295,-0.174053,-0.176341,-0.178467,-0.0519707,-0.174309
 Latvia ,0.183713,-0.18635,-0.191433,-0.252022,-0.235759,-0.173482,-0.190053,-0.149318,-0.156783,-0.173518,-0.176091,-0.178094,-0.0482091,-0.173996
 Latvia ,0.250828,-0.184371,-0.191063,-0.25037,-0.23474,-0.17312,-0.19006,-0.149192,-0.155892,-0.172344,-0.175601,-0.177662,-0.0450997,-0.173586
 Latvia ,0.317944,-0.184033,-0.191731,-0.248941,-0.232064,-0.172803,-0.189787,-0.149019,-0.15361,-0.171861,-0.17516,-0.177253,-0.0520033,-0.173187
 Latvia ,0.385059,-0.182523,-0.190151,-0.247143,-0.229762,-0.171894,-0.188948,-0.148193,-0.151646,-0.170442,-0.173967,-0.176039,-0.0549975,-0.172085
 Latvia ,0.452175,-0.181698,-0.187907,-0.242848,-0.222796,-0.170963,-0.187825,-0.146382,-0.148045,-0.167923,-0.171814,-0.17379,-0.0699938,-0.170234
 Latvia ,0.519291,-0.178162,-0.184023,-0.23499,-0.211096,-0.16914,-0.185973,-0.144598,-0.144007,-0.164725,-0.169376,-0.171083,-0.0918398,-0.167837
 Latvia ,0.586406,-0.177488,-0.180475,-0.225333,-0.200514,-0.168156,-0.185191,-0.142556,-0.141781,-0.160453,-0.166671,-0.168476,-0.0983773,-0.165788
 Latvia ,0.653522,-0.175771,-0.168306,-0.218088,-0.182286,-0.166191,-0.183139,-0.138455,-0.140603,-0.154881,-0.162442,-0.163837,-0.158333,-0.161986
 Latvia ,0.720638,-0.1679,-0.145033,-0.199164,-0.155832,-0.16135,-0.178095,-0.130186,-0.133485,-0.145485,-0.153286,-0.154202,-0.201731,-0.153757
 Latvia ,0.787753,-0.166921,-0.135209,-0.186629,-0.151314,-0.159429,-0.175192,-0.125405,-0.123376,-0.143367,-0.147992,-0.149331,-0.160905,-0.149343
 Latvia ,0.854869,-0.172165,-0.163691,-0.203352,-0.189777,-0.164511,-0.179224,-0.134005,-0.131688,-0.151263,-0.155178,-0.158918,-0.0418402,-0.157609
 Latvia ,0.921985,-0.169079,-0.180217,-0.19413,-0.18097,-0.162891,-0.178325,-0.136906,-0.13459,-0.153215,-0.15925,-0.161406,-0.0411354,-0.159523
 Latvia ,0.9891,-0.167847,-0.173182,-0.172382,-0.153555,-0.16051,-0.175994,-0.133394,-0.130914,-0.151205,-0.155752,-0.157599,-0.0750324,-0.156334
 Latvia ,1.05622,-0.169052,-0.170772,-0.168115,-0.150188,-0.160841,-0.176243,-0.132804,-0.129981,-0.151144,-0.155454,-0.157128,-0.070921,-0.156033
 Latvia ,1.12333,-0.169422,-0.167781,-0.162811,-0.146077,-0.159972,-0.175717,-0.13079,-0.12753,-0.149582,-0.153287,-0.155071,-0.0654109,-0.154436
 Latvia ,1.19045,-0.165669,-0.166424,-0.157497,-0.143162,-0.160307,-0.176673,-0.129271,-0.127057,-0.1481,-0.152028,-0.153909,-0.053452,-0.153604
 Latvia ,1.25756,-0.169573,-0.171919,-0.173181,-0.160869,-0.162853,-0.178832,-0.132742,-0.132955,-0.151832,-0.156313,-0.158066,-0.04005,-0.157187
 Latvia ,1.32468,-0.170505,-0.174757,-0.171453,-0.162308,-0.162851,-0.178204,-0.131856,-0.132281,-0.151078,-0.155408,-0.157241,-0.0233905,-0.156703
 Latvia ,1.39179,-0.166337,-0.169783,-0.159752,-0.149358,-0.160887,-0.176496,-0.130474,-0.128663,-0.148683,-0.153011,-0.154784,-0.0319928,-0.154545
 Latvia ,1.45891,-0.16251,-0.162923,-0.146114,-0.135937,-0.158317,-0.175189,-0.127468,-0.122666,-0.145256,-0.149515,-0.150777,-0.0330816,-0.151288
 Latvia ,1.52603,-0.157713,-0.162124,-0.149643,-0.139369,-0.158283,-0.175136,-0.127794,-0.123911,-0.144849,-0.149553,-0.150863,-0.033017,-0.151257
 Latvia ,1.59314,-0.155987,-0.162597,-0.148593,-0.141463,-0.15734,-0.173724,-0.12706,-0.127685,-0.145375,-0.1488,-0.150601,-0.0163696,-0.150867
 Latvia ,1.66026,-0.152596,-0.162539,-0.122466,-0.106718,-0.151734,-0.168183,-0.123239,-0.120846,-0.13852,-0.144248,-0.145267,-0.0667745,-0.145839
 Liberia ,-1.76264,-0.191365,-0.200742,-0.266046,-0.25374,-0.179334,-0.196106,-0.154326,-0.169185,-0.180091,-0.18324,-0.185424,-0.0247352,-0.180542
 Liberia ,-1.69553,-0.191345,-0.200768,-0.265994,-0.253675,-0.179325,-0.196065,-0.154319,-0.169161,-0.180075,-0.18322,-0.185407,-0.0248157,-0.180527
 Liberia ,-1.62841,-0.191338,-0.200716,-0.265892,-0.2536,-0.179321,-0.195993,-0.154313,-0.169147,-0.180053,-0.183186,-0.185378,-0.0246868,-0.180504
 Liberia ,-1.56129,-0.191729,-0.200722,-0.265187,-0.253119,-0.179269,-0.195842,-0.15425,-0.169093,-0.180072,-0.183163,-0.185316,-0.0236058,-0.180453
 Liberia ,-1.49418,-0.191322,-0.200591,-0.264736,-0.252603,-0.179198,-0.195638,-0.154224,-0.169093,-0.180011,-0.183051,-0.18522,-0.0240263,-0.180366
 Liberia ,-1.42706,-0.191598,-0.200439,-0.264757,-0.252378,-0.179187,-0.195272,-0.154199,-0.169002,-0.179968,-0.182955,-0.185114,-0.025336,-0.180276
 Liberia ,-1.35995,-0.191204,-0.200253,-0.264387,-0.251958,-0.179135,-0.195457,-0.154165,-0.168953,-0.17993,-0.182923,-0.185091,-0.0256657,-0.180257
 Liberia ,-1.29283,-0.190748,-0.200126,-0.264434,-0.25153,-0.179105,-0.195577,-0.154099,-0.168857,-0.179721,-0.182826,-0.185014,-0.0282004,-0.180192
 Liberia ,-1.22572,-0.19019,-0.200003,-0.264195,-0.251379,-0.179085,-0.195656,-0.154072,-0.168796,-0.179706,-0.182768,-0.184944,-0.0277678,-0.18016
 Liberia ,-1.1586,-0.189649,-0.199739,-0.263883,-0.25116,-0.178917,-0.195477,-0.154008,-0.168721,-0.179647,-0.18266,-0.184822,-0.0273202,-0.18003
 Liberia ,-1.09149,-0.189161,-0.200363,-0.263533,-0.251009,-0.178947,-0.195405,-0.153933,-0.168776,-0.17975,-0.182627,-0.184796,-0.0263129,-0.180015
 Liberia ,-1.02437,-0.185671,-0.200271,-0.263958,-0.25131,-0.17903,-0.195579,-0.153854,-0.168608,-0.179896,-0.182644,-0.184653,-0.0269088,-0.179903
 Liberia ,-0.957254,-0.18598,-0.200216,-0.264133,-0.251775,-0.179016,-0.195446,-0.153842,-0.168599,-0.17978,-0.182655,-0.184613,-0.0253269,-0.179865
 Liberia ,-0.890138,-0.184723,-0.200214,-0.264408,-0.251772,-0.17905,-0.195585,-0.153874,-0.168561,-0.179813,-0.182629,-0.184621,-0.0267727,-0.179866
 Liberia ,-0.823022,-0.184111,-0.200321,-0.264259,-0.252154,-0.179013,-0.195662,-0.153874,-0.168558,-0.179871,-0.182673,-0.184637,-0.0239537,-0.179864
 Liberia ,-0.755907,-0.184298,-0.20037,-0.264369,-0.252656,-0.179019,-0.195595,-0.153884,-0.168661,-0.179888,-0.182641,-0.184652,-0.0218394,-0.179876
 Liberia ,-0.688791,-0.184493,-0.200437,-0.264432,-0.252642,-0.179048,-0.195656,-0.153886,-0.168618,-0.179913,-0.182718,-0.184671,-0.0222387,-0.179903
 Liberia ,-0.621675,-0.183527,-0.200359,-0.264556,-0.252464,-0.17897,-0.195656,-0.153868,-0.168618,-0.179888,-0.182667,-0.184617,-0.0238357,-0.179842
 Liberia ,-0.55456,-0.182763,-0.200439,-0.264473,-0.252663,-0.178927,-0.195573,-0.153828,-0.168575,-0.179858,-0.182596,-0.184546,-0.0223415,-0.179772
 Liberia ,-0.487444,-0.182342,-0.200049,-0.26407,-0.252925,-0.178915,-0.195573,-0.153996,-0.16785,-0.179636,-0.182557,-0.184509,-0.018851,-0.179724
 Liberia ,-0.420328,-0.185741,-0.20066,-0.265946,-0.253564,-0.179037,-0.196255,-0.154261,-0.168852,-0.180069,-0.183065,-0.185141,-0.0251594,-0.180264
 Liberia ,-0.353213,-0.186293,-0.200709,-0.26666,-0.253976,-0.179067,-0.196286,-0.154283,-0.168933,-0.180104,-0.183116,-0.185198,-0.026654,-0.180317
 Liberia ,-0.286097,-0.189101,-0.200784,-0.266436,-0.253949,-0.17922,-0.196428,-0.154315,-0.169052,-0.180156,-0.183288,-0.185394,-0.0256402,-0.180499
 Liberia ,-0.218981,-0.190308,-0.200844,-0.266604,-0.254081,-0.179281,-0.196486,-0.154341,-0.169154,-0.180199,-0.183375,-0.185493,-0.0258047,-0.180589
 Liberia ,-0.151866,-0.190714,-0.200882,-0.266694,-0.254151,-0.179311,-0.196516,-0.154357,-0.169213,-0.180225,-0.183414,-0.185538,-0.0258914,-0.18063
 Liberia ,-0.0847501,-0.189254,-0.200968,-0.266685,-0.254145,-0.179371,-0.196573,-0.154394,-0.169354,-0.180286,-0.183411,-0.185534,-0.0258835,-0.180637
 Liberia ,-0.0176345,-0.188669,-0.201006,-0.266699,-0.253788,-0.179385,-0.196575,-0.154402,-0.169427,-0.180119,-0.183377,-0.185495,-0.0278687,-0.180609
 Liberia ,0.0494812,-0.186307,-0.201004,-0.266412,-0.253305,-0.179382,-0.196569,-0.154375,-0.169281,-0.179831,-0.183223,-0.185321,-0.0289617,-0.180464
 Liberia ,0.116597,-0.184642,-0.200979,-0.266258,-0.253046,-0.179381,-0.196575,-0.154363,-0.169228,-0.179779,-0.183138,-0.185227,-0.0295497,-0.180389
 Liberia ,0.183713,-0.182976,-0.201004,-0.266083,-0.252751,-0.179401,-0.196606,-0.154347,-0.169174,-0.179586,-0.183128,-0.18512,-0.030218,-0.180305
 Liberia ,0.250828,-0.182462,-0.201012,-0.265954,-0.253089,-0.179391,-0.196593,-0.154341,-0.169148,-0.179613,-0.183073,-0.185091,-0.0277437,-0.180282
 Liberia ,0.317944,-0.181278,-0.200808,-0.265872,-0.25337,-0.179227,-0.19645,-0.15431,-0.169081,-0.180153,-0.183148,-0.185098,-0.0258146,-0.180227
 Liberia ,0.385059,-0.180187,-0.200759,-0.265448,-0.253309,-0.179214,-0.196441,-0.154318,-0.169055,-0.180145,-0.183115,-0.185048,-0.0239401,-0.180183
 Liberia ,0.452175,-0.183156,-0.200832,-0.266021,-0.253429,-0.179295,-0.196506,-0.15435,-0.169081,-0.180145,-0.18326,-0.185208,-0.0262674,-0.180331
 Liberia ,0.519291,-0.181762,-0.200612,-0.264622,-0.246526,-0.179218,-0.196432,-0.154308,-0.169015,-0.180127,-0.183176,-0.185092,-0.0559425,-0.180222
 Liberia ,0.586406,-0.183166,-0.200647,-0.264725,-0.246211,-0.179211,-0.196426,-0.154301,-0.169029,-0.180121,-0.183088,-0.185028,-0.0581676,-0.180268
 Liberia ,0.653522,-0.18215,-0.200627,-0.263267,-0.245682,-0.179147,-0.196356,-0.154293,-0.169007,-0.18007,-0.182983,-0.184918,-0.0534386,-0.180197
 Liberia ,0.720638,-0.18039,-0.200587,-0.265922,-0.251715,-0.179118,-0.196314,-0.154293,-0.168975,-0.18002,-0.182842,-0.184782,-0.0349268,-0.180112
 Liberia ,0.787753,-0.17868,-0.200567,-0.265659,-0.250551,-0.179106,-0.196243,-0.154287,-0.168931,-0.180006,-0.182697,-0.184627,-0.0397899,-0.180027
 Liberia ,0.854869,-0.176746,-0.200527,-0.266237,-0.251299,-0.179089,-0.196191,-0.154278,-0.168877,-0.179984,-0.182581,-0.184573,-0.0387817,-0.179934
 Liberia ,0.921985,-0.177341,-0.200507,-0.265882,-0.250745,-0.179072,-0.196143,-0.15427,-0.168866,-0.17997,-0.182478,-0.184433,-0.0399085,-0.179936
 Liberia ,0.9891,-0.174713,-0.200467,-0.264973,-0.24896,-0.179048,-0.196134,-0.154262,-0.168822,-0.179948,-0.182175,-0.184184,-0.044742,-0.179826
 Liberia ,1.05622,-0.169186,-0.200306,-0.264372,-0.248567,-0.178944,-0.195997,-0.154212,-0.168637,-0.17984,-0.182116,-0.183985,-0.0437338,-0.179532
 Liberia ,1.12333,-0.161997,-0.200086,-0.263921,-0.248129,-0.178805,-0.195817,-0.154148,-0.168387,-0.179689,-0.181951,-0.183779,-0.0437338,-0.179146
 Liberia ,1.19045,-0.152627,-0.199805,-0.263606,-0.248905,-0.178631,-0.19558,-0.154068,-0.168071,-0.179495,-0.181873,-0.183661,-0.0379514,-0.178647
 Liberia ,1.25756,-0.153802,-0.200072,-0.26272,-0.246112,-0.178665,-0.195695,-0.15403,-0.167924,-0.179411,-0.181149,-0.183035,-0.0483003,-0.178689
 Liberia ,1.32468,-0.149158,-0.200455,-0.262514,-0.246089,-0.178709,-0.195856,-0.154038,-0.167957,-0.17943,-0.181061,-0.182945,-0.0473514,-0.178585
 Liberia ,1.39179,-0.149231,-0.200233,-0.262491,-0.246289,-0.178746,-0.195814,-0.154054,-0.168017,-0.179465,-0.181074,-0.182939,-0.0461653,-0.178592
 Liberia ,1.45891,-0.149303,-0.20001,-0.262195,-0.246703,-0.178784,-0.195773,-0.154041,-0.167968,-0.179436,-0.181206,-0.182958,-0.0424137,-0.17857
 Liberia ,1.52603,-0.14987,-0.200113,-0.262004,-0.246823,-0.178841,-0.195853,-0.154073,-0.168092,-0.17951,-0.181298,-0.183123,-0.0407793,-0.178651
 Liberia ,1.59314,-0.147863,-0.20021,-0.262224,-0.247436,-0.17885,-0.195891,-0.154081,-0.168125,-0.17953,-0.181406,-0.183226,-0.0386466,-0.178601
 Liberia ,1.66026,-0.152645,-0.20027,-0.262366,-0.247337,-0.178838,-0.195901,-0.154087,-0.168149,-0.179545,-0.181438,-0.183262,-0.0399069,-0.17878
 Libya ,-1.76264,-0.190672,-0.196491,-0.249324,-0.246909,-0.179003,-0.184793,-0.152748,-0.168022,-0.179541,-0.180245,-0.181704,0.0254319,-0.177341
 Libya ,-1.69553,-0.190674,-0.194979,-0.247129,-0.246274,-0.178967,-0.183082,-0.152046,-0.166557,-0.179059,-0.179324,-0.180789,0.0334161,-0.176474
 Libya ,-1.62841,-0.189593,-0.190772,-0.244962,-0.243218,-0.178786,-0.181699,-0.151511,-0.165838,-0.178586,-0.178615,-0.179809,0.0283017,-0.175622
 Libya ,-1.56129,-0.187767,-0.18496,-0.236925,-0.236005,-0.178477,-0.176485,-0.150743,-0.164353,-0.17784,-0.176687,-0.177617,0.0313877,-0.173746
 Libya ,-1.49418,-0.187264,-0.17755,-0.205701,-0.222132,-0.178204,-0.155113,-0.149409,-0.163645,-0.176605,-0.171196,-0.171504,0.119082,-0.168607
 Libya ,-1.42706,-0.1856,-0.173928,-0.21647,-0.216745,-0.178001,-0.161541,-0.14818,-0.162425,-0.175789,-0.171436,-0.171882,0.0344176,-0.168831
 Libya ,-1.35995,-0.184064,-0.168916,-0.196043,-0.216616,-0.177463,-0.147709,-0.147213,-0.161726,-0.175011,-0.167654,-0.167749,0.139655,-0.165337
 Libya ,-1.29283,-0.184951,-0.163498,-0.182492,-0.210336,-0.176734,-0.138115,-0.146042,-0.160654,-0.174426,-0.164542,-0.16461,0.176326,-0.162577
 Libya ,-1.22572,-0.182016,-0.158461,-0.193658,-0.204652,-0.17622,-0.144926,-0.144809,-0.159423,-0.173478,-0.164544,-0.164886,0.0880144,-0.162699
 Libya ,-1.1586,-0.180342,-0.155724,-0.148687,-0.190556,-0.175426,-0.114906,-0.14337,-0.157812,-0.172583,-0.157108,-0.156969,0.245804,-0.155959
 Libya ,-1.09149,-0.176447,-0.142695,-0.105856,-0.169478,-0.175289,-0.0806277,-0.141272,-0.155217,-0.170428,-0.146275,-0.146961,0.355136,-0.147481
 Libya ,-1.02437,-0.173914,-0.13853,-0.158353,-0.138315,-0.174709,-0.111457,-0.139633,-0.152739,-0.167681,-0.151381,-0.151784,-0.083822,-0.151621
 Libya ,-0.957254,-0.173,-0.143992,-0.165876,-0.165673,-0.174187,-0.112566,-0.139541,-0.153255,-0.167551,-0.152688,-0.152385,0.0235358,-0.151942
 Libya ,-0.890138,-0.169863,-0.14623,-0.175771,-0.178745,-0.173526,-0.117681,-0.137663,-0.153958,-0.169917,-0.154481,-0.153453,0.0421572,-0.152326
 Libya ,-0.823022,-0.169516,-0.147951,-0.185344,-0.182954,-0.173019,-0.132701,-0.137454,-0.153322,-0.168085,-0.156617,-0.156357,0.0150387,-0.154742
 Libya ,-0.755907,-0.167285,-0.143643,-0.190802,-0.204385,-0.171589,-0.1275,-0.137584,-0.153498,-0.168999,-0.154535,-0.15539,0.101394,-0.153471
 Libya ,-0.688791,-0.164036,-0.163824,-0.21916,-0.21865,-0.170838,-0.149004,-0.137748,-0.15368,-0.169128,-0.158925,-0.161044,0.0306647,-0.158229
 Libya ,-0.621675,-0.16502,-0.16609,-0.231967,-0.214157,-0.170888,-0.151326,-0.139286,-0.155133,-0.170172,-0.160626,-0.162748,-0.0597884,-0.159704
 Libya ,-0.55456,-0.144718,-0.167202,-0.231552,-0.210375,-0.16862,-0.150917,-0.131439,-0.147607,-0.164795,-0.157665,-0.159785,-0.0778718,-0.153998
 Libya ,-0.487444,-0.142243,-0.165172,-0.221684,-0.206853,-0.167994,-0.148315,-0.12987,-0.146342,-0.163921,-0.156145,-0.158263,-0.0455447,-0.152363
 Libya ,-0.420328,-0.134802,-0.160625,-0.196578,-0.200857,-0.166049,-0.1407,-0.126294,-0.142826,-0.161513,-0.152059,-0.15417,0.0525645,-0.148082
 Libya ,-0.353213,-0.128736,-0.155586,-0.200553,-0.195809,-0.164884,-0.134647,-0.123424,-0.140197,-0.159479,-0.148693,-0.150797,0.00494512,-0.144656
 Libya ,-0.286097,-0.124471,-0.15282,-0.203347,-0.203031,-0.16416,-0.130786,-0.12211,-0.138542,-0.158325,-0.146623,-0.148726,0.029095,-0.142719
 Libya ,-0.218981,-0.12849,-0.156547,-0.213846,-0.196821,-0.165622,-0.138958,-0.124866,-0.140939,-0.159966,-0.150131,-0.152251,-0.0585719,-0.146339
 Libya ,-0.151866,-0.137325,-0.159974,-0.219539,-0.209937,-0.166458,-0.142114,-0.125235,-0.143261,-0.161874,-0.152374,-0.15449,-0.0179208,-0.148096
 Libya ,-0.0847501,-0.140716,-0.167872,-0.219905,-0.219327,-0.166135,-0.143814,-0.129193,-0.144886,-0.163371,-0.154906,-0.157009,0.0304218,-0.150833
 Libya ,-0.0176345,-0.135364,-0.15643,-0.215851,-0.213063,-0.167388,-0.139902,-0.126851,-0.143836,-0.161265,-0.151877,-0.153971,0.0179295,-0.148262
 Libya ,0.0494812,-0.128566,-0.156783,-0.216264,-0.214291,-0.166141,-0.135799,-0.127371,-0.141658,-0.160659,-0.149913,-0.152031,0.0223579,-0.147054
 Libya ,0.116597,-0.123094,-0.156791,-0.234002,-0.219878,-0.166959,-0.152971,-0.126174,-0.14112,-0.15981,-0.1532,-0.15538,-0.0397335,-0.149521
 Libya ,0.183713,-0.119708,-0.150765,-0.221201,-0.222397,-0.165509,-0.139614,-0.125258,-0.139811,-0.159898,-0.149497,-0.151578,0.0401226,-0.145945
 Libya ,0.250828,-0.127208,-0.143601,-0.189571,-0.221799,-0.166434,-0.117667,-0.1259,-0.142567,-0.161908,-0.14469,-0.146672,0.200945,-0.142697
 Libya ,0.317944,-0.13911,-0.150043,-0.199699,-0.222058,-0.168571,-0.128004,-0.128993,-0.145089,-0.162919,-0.149085,-0.15115,0.14981,-0.147297
 Libya ,0.385059,-0.168462,-0.1783,-0.203552,-0.201247,-0.172668,-0.133696,-0.14183,-0.15663,-0.16996,-0.160864,-0.163084,0.0184853,-0.158532
 Libya ,0.452175,-0.168702,-0.185681,-0.178924,-0.18966,-0.170518,-0.108754,-0.141113,-0.15522,-0.169146,-0.155675,-0.158119,0.084209,-0.153378
 Libya ,0.519291,-0.169523,-0.187357,-0.142946,-0.187901,-0.168613,-0.0708213,-0.139977,-0.154839,-0.166903,-0.148509,-0.15005,0.261365,-0.145343
 Libya ,0.586406,-0.168021,-0.18842,-0.0866376,-0.178158,-0.16568,-0.00644542,-0.137524,-0.151979,-0.163537,-0.134759,-0.136127,0.501233,-0.131222
 Libya ,0.653522,-0.170573,-0.173592,-0.0202453,-0.16822,-0.163123,0.0434694,-0.135363,-0.148961,-0.167336,-0.122143,-0.124709,0.792351,-0.120286
 Libya ,0.720638,-0.167187,-0.18136,0.0185647,-0.144,-0.161267,0.0716186,-0.129327,-0.142635,-0.165458,-0.114321,-0.116645,0.864025,-0.111671
 Libya ,0.787753,-0.163442,-0.170766,0.100382,-0.114502,-0.156469,0.148928,-0.126084,-0.135917,-0.159949,-0.0956715,-0.0976746,1.13048,-0.0933577
 Libya ,0.854869,-0.160651,-0.174843,-0.0472235,-0.104895,-0.16163,0.0096417,-0.123898,-0.138283,-0.160074,-0.121863,-0.123983,0.313648,-0.119414
 Libya ,0.921985,-0.159555,-0.173538,0.0185536,-0.121601,-0.162091,0.0671908,-0.118269,-0.129158,-0.158464,-0.107031,-0.109182,0.744126,-0.105344
 Libya ,0.9891,-0.156671,-0.152341,-0.16204,-0.188112,-0.169038,-0.0851955,-0.107394,-0.148639,-0.148477,-0.13559,-0.136821,0.163479,-0.129436
 Libya ,1.05622,-0.151532,-0.153226,0.0867374,-0.0936529,-0.166995,0.11513,-0.0994939,-0.127471,-0.146065,-0.093781,-0.0917529,0.948176,-0.0863295
 Libya ,1.12333,-0.148063,-0.171128,-0.00906074,-0.0605081,-0.166446,0.0286327,-0.0979726,-0.115157,-0.144112,-0.111078,-0.109212,0.274071,-0.101119
 Libya ,1.19045,-0.143168,-0.169544,-0.161347,-0.113657,-0.164208,-0.0770178,-0.0917794,-0.124973,-0.147883,-0.126274,-0.127473,-0.23127,-0.118811
 Libya ,1.25756,-0.140211,-0.166052,-0.20519,-0.160847,-0.1677,-0.12454,-0.0928926,-0.135835,-0.162913,-0.134172,-0.136264,-0.206155,-0.131121
 Libya ,1.32468,-0.136122,-0.164892,-0.225505,-0.181083,-0.168819,-0.143522,-0.0919578,-0.137114,-0.139757,-0.133359,-0.135051,-0.203228,-0.131494
 Libya ,1.39179,-0.128677,-0.142898,-0.162667,-0.178729,-0.168468,-0.086405,-0.088699,-0.134102,-0.123087,-0.115362,-0.117535,0.110026,-0.115905
 Libya ,1.45891,-0.123605,-0.153922,-0.093401,-0.151762,-0.166939,-0.0273901,-0.0870957,-0.124207,-0.144154,-0.106215,-0.107857,0.324937,-0.106094
 Libya ,1.52603,-0.122989,-0.155368,-0.0974778,-0.118703,-0.167699,-0.0490277,-0.0881069,-0.15005,-0.146277,-0.113144,-0.115405,0.126923,-0.11306
 Libya ,1.59314,-0.148192,-0.167628,-0.169214,-0.185342,-0.171684,-0.103258,-0.110482,-0.147647,-0.151977,-0.136261,-0.138169,0.111457,-0.135234
 Libya ,1.66026,-0.155719,-0.175198,-0.178639,-0.192383,-0.172949,-0.114299,-0.11836,-0.152087,-0.159933,-0.14404,-0.146128,0.100255,-0.142774
 Liechtenstein ,-1.76264,-0.19312,-0.200867,-0.266845,-0.254222,-0.179264,-0.196477,-0.154344,-0.169351,-0.180194,-0.183488,-0.185633,-0.0263008,-0.180702
 Liechtenstein ,-1.69553,-0.19311,-0.200841,-0.266817,-0.254195,-0.179241,-0.196456,-0.154332,-0.169334,-0.180172,-0.18347,-0.185615,-0.0262976,-0.180684
 Liechtenstein ,-1.62841,-0.193097,-0.200805,-0.266766,-0.254152,-0.17921,-0.196427,-0.154314,-0.169312,-0.180142,-0.183445,-0.18559,-0.0262631,-0.180659
 Liechtenstein ,-1.56129,-0.193068,-0.200728,-0.266643,-0.254033,-0.179144,-0.196364,-0.154278,-0.169263,-0.180078,-0.183393,-0.185536,-0.026266,-0.180606
 Liechtenstein ,-1.49418,-0.193045,-0.200667,-0.266518,-0.2539,-0.179091,-0.196315,-0.154249,-0.169224,-0.180026,-0.183352,-0.185494,-0.0263278,-0.180563
 Liechtenstein ,-1.42706,-0.193024,-0.200612,-0.266452,-0.253927,-0.179044,-0.19627,-0.154223,-0.169189,-0.179981,-0.183314,-0.185456,-0.0258404,-0.180525
 Liechtenstein ,-1.35995,-0.193005,-0.200559,-0.266316,-0.253818,-0.178999,-0.196228,-0.154197,-0.169155,-0.179936,-0.183278,-0.185418,-0.0257165,-0.180488
 Liechtenstein ,-1.29283,-0.192974,-0.200481,-0.266099,-0.253611,-0.178929,-0.196163,-0.154161,-0.169105,-0.179871,-0.183225,-0.185364,-0.0256979,-0.180433
 Liechtenstein ,-1.22572,-0.192895,-0.200265,-0.265765,-0.253323,-0.178747,-0.195991,-0.154059,-0.168969,-0.179691,-0.18308,-0.185215,-0.0255053,-0.180285
 Liechtenstein ,-1.1586,-0.19284,-0.200116,-0.265484,-0.252956,-0.178625,-0.195876,-0.153982,-0.168873,-0.179565,-0.182977,-0.185109,-0.0260162,-0.180181
 Liechtenstein ,-1.09149,-0.192799,-0.200031,-0.265263,-0.25261,-0.178523,-0.195783,-0.153954,-0.16882,-0.179495,-0.18292,-0.18505,-0.0267222,-0.180118
