Country,Year,"Agriculture, hunting, forestry, fishing (ISIC A-B)",Construction (ISIC F),Exports of goods and services,Imports of goods and services,Manufacturing (ISIC D),"Mining, Manufacturing, Utilities (ISIC C-E)",Other Activities (ISIC J-P),"Transport, storage and communication (ISIC I)","Wholesale, retail trade, restaurants and hotels (ISIC G-H)",Gross National Income(GNI) in USD,Gross Domestic Product (GDP),Trade Balance,Sectoral Output
 Liechtenstein ,-1.02437,-0.192854,-0.200134,-0.265402,-0.25285,-0.178648,-0.195897,-0.153998,-0.168888,-0.179585,-0.182996,-0.185128,-0.0261576,-0.1802
 Liechtenstein ,-0.957254,-0.192845,-0.200124,-0.26549,-0.252936,-0.17865,-0.195899,-0.153968,-0.168874,-0.179566,-0.182975,-0.185107,-0.0261525,-0.180183
 Liechtenstein ,-0.890138,-0.192837,-0.200115,-0.265515,-0.252903,-0.178652,-0.1959,-0.153955,-0.168865,-0.179556,-0.182966,-0.185098,-0.0264613,-0.180176
 Liechtenstein ,-0.823022,-0.192821,-0.200102,-0.265367,-0.252898,-0.178675,-0.195922,-0.153954,-0.168868,-0.179557,-0.18297,-0.185102,-0.0257207,-0.180182
 Liechtenstein ,-0.755907,-0.192821,-0.200019,-0.26522,-0.252754,-0.178618,-0.195866,-0.153921,-0.168825,-0.179502,-0.182923,-0.185054,-0.0257254,-0.180135
 Liechtenstein ,-0.688791,-0.19267,-0.199529,-0.264536,-0.252041,-0.178233,-0.195507,-0.153672,-0.168535,-0.179126,-0.1826,-0.184721,-0.0259934,-0.179807
 Liechtenstein ,-0.621675,-0.19254,-0.199102,-0.264072,-0.251643,-0.177932,-0.195227,-0.153474,-0.168317,-0.178819,-0.182341,-0.184456,-0.0257177,-0.179546
 Liechtenstein ,-0.55456,-0.192446,-0.198744,-0.263531,-0.251136,-0.177788,-0.195088,-0.153322,-0.168136,-0.178603,-0.18216,-0.184269,-0.0256266,-0.179374
 Liechtenstein ,-0.487444,-0.192451,-0.198658,-0.263327,-0.250935,-0.177821,-0.195132,-0.153311,-0.16813,-0.178622,-0.182162,-0.184272,-0.0256427,-0.17938
 Liechtenstein ,-0.420328,-0.192352,-0.198266,-0.262884,-0.250433,-0.177469,-0.194815,-0.153057,-0.167943,-0.178232,-0.181861,-0.183962,-0.0260284,-0.179076
 Liechtenstein ,-0.353213,-0.192354,-0.198184,-0.262715,-0.250403,-0.177349,-0.19469,-0.152891,-0.167762,-0.178203,-0.18172,-0.183817,-0.0253147,-0.178942
 Liechtenstein ,-0.286097,-0.192366,-0.198206,-0.262297,-0.250151,-0.177232,-0.194565,-0.152744,-0.16761,-0.178059,-0.181587,-0.183681,-0.024495,-0.17881
 Liechtenstein ,-0.218981,-0.192439,-0.198397,-0.262348,-0.250352,-0.177275,-0.194591,-0.152723,-0.167641,-0.178156,-0.181609,-0.183703,-0.0236865,-0.178837
 Liechtenstein ,-0.151866,-0.192411,-0.198038,-0.261885,-0.249969,-0.176984,-0.194294,-0.152547,-0.167496,-0.177939,-0.181377,-0.183465,-0.023332,-0.178608
 Liechtenstein ,-0.0847501,-0.192274,-0.197566,-0.260947,-0.2491,-0.176515,-0.193814,-0.152129,-0.167062,-0.177369,-0.180932,-0.183008,-0.0231194,-0.178139
 Liechtenstein ,-0.0176345,-0.192395,-0.197903,-0.260741,-0.248834,-0.176565,-0.193887,-0.15207,-0.167046,-0.177424,-0.18091,-0.182985,-0.0234715,-0.178159
 Liechtenstein ,0.0494812,-0.192432,-0.198457,-0.260301,-0.24856,-0.176747,-0.19407,-0.152189,-0.167317,-0.177573,-0.181062,-0.183142,-0.0226574,-0.178337
 Liechtenstein ,0.116597,-0.19304,-0.198873,-0.25991,-0.248124,-0.173333,-0.191362,-0.151871,-0.168426,-0.179343,-0.180745,-0.18296,-0.0229611,-0.177526
 Liechtenstein ,0.183713,-0.193052,-0.198964,-0.25925,-0.247547,-0.173511,-0.191513,-0.15192,-0.168492,-0.179346,-0.180583,-0.182753,-0.0226246,-0.177613
 Liechtenstein ,0.250828,-0.193065,-0.199128,-0.259053,-0.247502,-0.174048,-0.191984,-0.152046,-0.16855,-0.17941,-0.180748,-0.182955,-0.0218486,-0.177855
 Liechtenstein ,0.317944,-0.193077,-0.19907,-0.259224,-0.247595,-0.173681,-0.191675,-0.152041,-0.168506,-0.179376,-0.180975,-0.182947,-0.0222329,-0.17773
 Liechtenstein ,0.385059,-0.193067,-0.198834,-0.258885,-0.247513,-0.173087,-0.191207,-0.151921,-0.1684,-0.179282,-0.180821,-0.182725,-0.0209152,-0.177471
 Liechtenstein ,0.452175,-0.193061,-0.198473,-0.257877,-0.246654,-0.172088,-0.190373,-0.151443,-0.16825,-0.179101,-0.180523,-0.182296,-0.0202865,-0.17691
 Liechtenstein ,0.519291,-0.193032,-0.198273,-0.255954,-0.245403,-0.171261,-0.18969,-0.151119,-0.16811,-0.178929,-0.180253,-0.181865,-0.0170098,-0.176477
 Liechtenstein ,0.586406,-0.193046,-0.198155,-0.25472,-0.243962,-0.170821,-0.189324,-0.150998,-0.168062,-0.178853,-0.17994,-0.181636,-0.018316,-0.176272
 Liechtenstein ,0.653522,-0.19305,-0.198131,-0.252855,-0.242649,-0.170183,-0.188782,-0.150794,-0.168035,-0.17874,-0.179494,-0.181252,-0.0156694,-0.175971
 Liechtenstein ,0.720638,-0.193031,-0.197954,-0.249288,-0.240291,-0.169036,-0.187819,-0.150325,-0.167932,-0.178545,-0.178776,-0.180577,-0.00979082,-0.175377
 Liechtenstein ,0.787753,-0.193005,-0.197511,-0.246908,-0.238199,-0.167379,-0.186419,-0.14981,-0.167694,-0.178198,-0.178251,-0.180037,-0.00863952,-0.174563
 Liechtenstein ,0.854869,-0.193023,-0.197478,-0.250696,-0.240646,-0.168464,-0.187297,-0.149793,-0.167705,-0.178255,-0.17907,-0.180686,-0.015191,-0.174891
 Liechtenstein ,0.921985,-0.193024,-0.197133,-0.246412,-0.237818,-0.167568,-0.186556,-0.149515,-0.167548,-0.17799,-0.178583,-0.180036,-0.00810696,-0.174438
 Liechtenstein ,0.9891,-0.19299,-0.196248,-0.24319,-0.234357,-0.164988,-0.184393,-0.148486,-0.167167,-0.177652,-0.178295,-0.179298,-0.00991296,-0.173093
 Liechtenstein ,1.05622,-0.193009,-0.196442,-0.243852,-0.235529,-0.165916,-0.185162,-0.148666,-0.167234,-0.177791,-0.179142,-0.179617,-0.00707491,-0.173485
 Liechtenstein ,1.12333,-0.192996,-0.196255,-0.241022,-0.233399,-0.165466,-0.184788,-0.148426,-0.167191,-0.177758,-0.178456,-0.179254,-0.00379749,-0.173229
 Liechtenstein ,1.19045,-0.192978,-0.196077,-0.24282,-0.235116,-0.165201,-0.184598,-0.148238,-0.167118,-0.177671,-0.178191,-0.178984,-0.00393359,-0.173048
 Liechtenstein ,1.25756,-0.193009,-0.196203,-0.244745,-0.236857,-0.166162,-0.185356,-0.148452,-0.16716,-0.177824,-0.178404,-0.179379,-0.00460323,-0.173455
 Liechtenstein ,1.32468,-0.193002,-0.196306,-0.243688,-0.235794,-0.166063,-0.185334,-0.14851,-0.167177,-0.177891,-0.177576,-0.179411,-0.00480756,-0.173475
 Liechtenstein ,1.39179,-0.192964,-0.195708,-0.243018,-0.235035,-0.164855,-0.184354,-0.148861,-0.167369,-0.177049,-0.176809,-0.17917,-0.00539183,-0.173143
 Liechtenstein ,1.45891,-0.19295,-0.195712,-0.241794,-0.234517,-0.165216,-0.184633,-0.148655,-0.166916,-0.176019,-0.176639,-0.178948,-0.00181891,-0.172999
 Liechtenstein ,1.52603,-0.192959,-0.195672,-0.243028,-0.235358,-0.164963,-0.184418,-0.148683,-0.167074,-0.177741,-0.176669,-0.179218,-0.00371825,-0.173154
 Liechtenstein ,1.59314,-0.192972,-0.196035,-0.245312,-0.236332,-0.165922,-0.185237,-0.149095,-0.16727,-0.177163,-0.176403,-0.179535,-0.0103507,-0.173589
 Liechtenstein ,1.66026,-0.192954,-0.195644,-0.240683,-0.234279,-0.16493,-0.184393,-0.148638,-0.167016,-0.176883,-0.17581,-0.179034,0.0026682,-0.173015
 Lithuania ,-0.420328,-0.12899,-0.181928,-0.244448,-0.22757,-0.169849,-0.1875,-0.148146,-0.161046,-0.174023,-0.173288,-0.17535,-0.0527497,-0.170421
 Lithuania ,-0.353213,-0.156826,-0.191447,-0.254518,-0.245369,-0.160354,-0.178492,-0.150533,-0.161245,-0.175528,-0.173529,-0.175609,-0.00974341,-0.169929
 Lithuania ,-0.286097,-0.168558,-0.195382,-0.259126,-0.247533,-0.166482,-0.184331,-0.150353,-0.161811,-0.17479,-0.175479,-0.177582,-0.0220571,-0.172414
 Lithuania ,-0.218981,-0.170706,-0.19447,-0.242904,-0.227468,-0.169016,-0.186648,-0.151302,-0.162496,-0.173397,-0.176641,-0.178745,-0.0452919,-0.173555
 Lithuania ,-0.151866,-0.178117,-0.192795,-0.252145,-0.237565,-0.17198,-0.189599,-0.150973,-0.163037,-0.172686,-0.177192,-0.179293,-0.0391902,-0.174561
 Lithuania ,-0.0847501,-0.176775,-0.19252,-0.252876,-0.236735,-0.1729,-0.189683,-0.15056,-0.163753,-0.172816,-0.17687,-0.178941,-0.0474197,-0.174554
 Lithuania ,-0.0176345,-0.170443,-0.19075,-0.247001,-0.23067,-0.171542,-0.188277,-0.149624,-0.161617,-0.170932,-0.175253,-0.177232,-0.0494059,-0.17298
 Lithuania ,0.0494812,-0.169548,-0.187596,-0.241089,-0.223606,-0.170008,-0.186865,-0.148755,-0.159844,-0.169098,-0.173612,-0.175468,-0.0565357,-0.171575
 Lithuania ,0.116597,-0.171833,-0.184565,-0.241963,-0.223002,-0.169171,-0.185988,-0.14787,-0.158443,-0.167794,-0.172544,-0.17433,-0.0643034,-0.170583
 Lithuania ,0.183713,-0.175821,-0.186352,-0.246772,-0.228695,-0.169768,-0.186422,-0.147577,-0.157544,-0.168438,-0.172824,-0.174602,-0.0587842,-0.170856
 Lithuania ,0.250828,-0.177222,-0.188715,-0.241677,-0.225874,-0.168182,-0.185145,-0.147476,-0.154717,-0.166955,-0.172213,-0.17404,-0.0474546,-0.170077
 Lithuania ,0.317944,-0.178395,-0.188017,-0.236253,-0.22086,-0.167159,-0.183993,-0.147239,-0.153637,-0.165477,-0.171454,-0.173316,-0.0461534,-0.169349
 Lithuania ,0.385059,-0.176305,-0.184948,-0.228466,-0.212533,-0.165915,-0.182665,-0.146108,-0.149893,-0.162717,-0.169408,-0.171265,-0.0503233,-0.16758
 Lithuania ,0.452175,-0.172589,-0.177551,-0.21747,-0.200335,-0.161219,-0.17738,-0.143755,-0.143248,-0.157214,-0.165173,-0.166669,-0.0585611,-0.163212
 Lithuania ,0.519291,-0.169778,-0.17125,-0.204015,-0.18447,-0.155462,-0.17195,-0.141535,-0.139035,-0.152887,-0.161373,-0.162766,-0.0736705,-0.159133
 Lithuania ,0.586406,-0.165162,-0.164062,-0.184789,-0.164235,-0.151733,-0.168692,-0.139626,-0.134541,-0.148551,-0.157768,-0.159223,-0.082238,-0.155772
 Lithuania ,0.653522,-0.164276,-0.1493,-0.16869,-0.141926,-0.148612,-0.165918,-0.13691,-0.128752,-0.145671,-0.153858,-0.155096,-0.11811,-0.152123
 Lithuania ,0.720638,-0.158987,-0.121011,-0.149903,-0.112048,-0.142773,-0.159843,-0.131182,-0.116739,-0.13398,-0.145235,-0.145432,-0.180539,-0.143828
 Lithuania ,0.787753,-0.154236,-0.104486,-0.109472,-0.0709134,-0.135783,-0.153211,-0.125652,-0.109951,-0.122487,-0.136994,-0.137152,-0.190956,-0.136322
 Lithuania ,0.854869,-0.169674,-0.15639,-0.156392,-0.143519,-0.146622,-0.162734,-0.129267,-0.116097,-0.134548,-0.145141,-0.147772,-0.0458117,-0.146085
 Lithuania ,0.921985,-0.165344,-0.161897,-0.131318,-0.118741,-0.142934,-0.159785,-0.131733,-0.112228,-0.134958,-0.146483,-0.148025,-0.0483525,-0.145853
 Lithuania ,0.9891,-0.155475,-0.149684,-0.0854803,-0.0719495,-0.132945,-0.150795,-0.129406,-0.104681,-0.12694,-0.141041,-0.14148,-0.0609998,-0.13919
 Lithuania ,1.05622,-0.15082,-0.153422,-0.0750157,-0.0697449,-0.132799,-0.15089,-0.130505,-0.104893,-0.125684,-0.141753,-0.142129,-0.0185289,-0.139516
 Lithuania ,1.12333,-0.152307,-0.144485,-0.0578662,-0.0554098,-0.131838,-0.149631,-0.127985,-0.0972911,-0.120275,-0.137843,-0.138501,-0.00629318,-0.136444
 Lithuania ,1.19045,-0.151963,-0.135671,-0.0663707,-0.0648114,-0.130449,-0.14878,-0.126761,-0.0949588,-0.11803,-0.135314,-0.136409,-9.43323e-05,-0.13469
 Lithuania ,1.25756,-0.158061,-0.145486,-0.104215,-0.0943052,-0.138047,-0.157329,-0.129934,-0.108013,-0.127767,-0.143438,-0.143677,-0.0385433,-0.141684
 Lithuania ,1.32468,-0.160031,-0.148971,-0.100853,-0.0950546,-0.137235,-0.156059,-0.128334,-0.105016,-0.125236,-0.141868,-0.142053,-0.0171018,-0.140313
 Lithuania ,1.39179,-0.151657,-0.143459,-0.0661243,-0.0658078,-0.132384,-0.151647,-0.126068,-0.0963135,-0.119815,-0.137295,-0.137238,0.00651487,-0.135881
 Lithuania ,1.45891,-0.154813,-0.132849,-0.0359554,-0.035844,-0.127705,-0.14751,-0.121569,-0.0855599,-0.112738,-0.131207,-0.131151,0.00264768,-0.130391
 Lithuania ,1.52603,-0.151061,-0.128824,-0.0250198,-0.035971,-0.128319,-0.14827,-0.120448,-0.0823881,-0.11403,-0.130442,-0.130135,0.060035,-0.129739
 Lithuania ,1.59314,-0.143571,-0.126403,-0.0290002,-0.0530029,-0.12801,-0.1474,-0.118005,-0.0844425,-0.112519,-0.128062,-0.128007,0.130518,-0.128097
 Lithuania ,1.66026,-0.138601,-0.116421,0.0387214,0.025303,-0.117254,-0.137103,-0.111751,-0.0717008,-0.103299,-0.119335,-0.118258,0.0627466,-0.119105
 Luxembourg ,-1.76264,-0.192198,-0.199627,-0.259627,-0.24874,-0.176861,-0.194174,-0.154003,-0.168424,-0.179249,-0.182491,-0.184265,-0.018197,-0.179485
 Luxembourg ,-1.69553,-0.192178,-0.199326,-0.259378,-0.247815,-0.177142,-0.194364,-0.15392,-0.168296,-0.1791,-0.18244,-0.184203,-0.0218554,-0.179486
 Luxembourg ,-1.62841,-0.19186,-0.198657,-0.258007,-0.246891,-0.176689,-0.193909,-0.153697,-0.167978,-0.178796,-0.182128,-0.183814,-0.0196868,-0.179134
 Luxembourg ,-1.56129,-0.191424,-0.198029,-0.253644,-0.244086,-0.175373,-0.192762,-0.153505,-0.167601,-0.178298,-0.181597,-0.183095,-0.0120713,-0.178504
 Luxembourg ,-1.49418,-0.191518,-0.197371,-0.248236,-0.241002,-0.174038,-0.19167,-0.153313,-0.167267,-0.177836,-0.181122,-0.182512,-0.000530192,-0.177907
 Luxembourg ,-1.42706,-0.191371,-0.196894,-0.250428,-0.24017,-0.175717,-0.192941,-0.1527,-0.16726,-0.17739,-0.180995,-0.182573,-0.0163449,-0.178055
 Luxembourg ,-1.35995,-0.19156,-0.197042,-0.249684,-0.239836,-0.175007,-0.192378,-0.15243,-0.167005,-0.177189,-0.180668,-0.182268,-0.0142743,-0.177696
 Luxembourg ,-1.29283,-0.19126,-0.19669,-0.248099,-0.238178,-0.175001,-0.192307,-0.151983,-0.166635,-0.176678,-0.180293,-0.181897,-0.0149314,-0.177372
 Luxembourg ,-1.22572,-0.190691,-0.195918,-0.244276,-0.234278,-0.173713,-0.19121,-0.151485,-0.165833,-0.175894,-0.179482,-0.180953,-0.01597,-0.176545
 Luxembourg ,-1.1586,-0.190406,-0.195233,-0.238135,-0.229569,-0.172684,-0.190267,-0.151419,-0.165055,-0.17496,-0.178786,-0.180142,-0.00931663,-0.175967
 Luxembourg ,-1.09149,-0.190509,-0.194066,-0.236329,-0.226555,-0.172493,-0.190092,-0.151439,-0.16484,-0.174395,-0.178255,-0.179631,-0.0160775,-0.17578
 Luxembourg ,-1.02437,-0.190814,-0.195459,-0.241817,-0.230959,-0.173741,-0.191216,-0.151615,-0.16563,-0.175211,-0.178936,-0.180613,-0.0209745,-0.17649
 Luxembourg ,-0.957254,-0.190521,-0.196538,-0.24345,-0.232793,-0.173933,-0.19153,-0.150856,-0.166297,-0.175681,-0.178946,-0.181071,-0.0196327,-0.176403
 Luxembourg ,-0.890138,-0.19101,-0.196711,-0.243529,-0.2333,-0.174196,-0.1918,-0.150377,-0.166085,-0.175803,-0.178911,-0.181151,-0.0173291,-0.176311
 Luxembourg ,-0.823022,-0.191193,-0.197183,-0.241193,-0.231547,-0.174095,-0.191752,-0.150852,-0.165914,-0.176053,-0.179055,-0.181238,-0.0145965,-0.176533
 Luxembourg ,-0.755907,-0.191039,-0.197011,-0.238436,-0.229871,-0.174068,-0.191706,-0.150243,-0.165934,-0.175742,-0.178877,-0.181097,-0.0092619,-0.176211
 Luxembourg ,-0.688791,-0.19029,-0.194925,-0.22878,-0.221772,-0.171622,-0.189527,-0.14858,-0.163881,-0.173823,-0.176873,-0.178955,-0.00252059,-0.174206
 Luxembourg ,-0.621675,-0.18986,-0.192633,-0.220732,-0.212993,-0.170823,-0.188754,-0.147085,-0.162359,-0.172118,-0.175134,-0.177294,-0.00775981,-0.172855
 Luxembourg ,-0.55456,-0.189672,-0.190496,-0.213772,-0.20756,-0.169663,-0.187744,-0.146535,-0.161373,-0.171199,-0.1742,-0.176179,-0.000732023,-0.171964
 Luxembourg ,-0.487444,-0.18952,-0.190085,-0.208672,-0.204857,-0.168598,-0.186899,-0.146791,-0.160719,-0.170802,-0.173684,-0.175551,0.0112536,-0.171629
 Luxembourg ,-0.420328,-0.189032,-0.185313,-0.194249,-0.192085,-0.167087,-0.185351,-0.144592,-0.15813,-0.167989,-0.170779,-0.172767,0.0177128,-0.169393
 Luxembourg ,-0.353213,-0.189896,-0.183422,-0.188317,-0.186196,-0.168037,-0.186081,-0.14309,-0.156672,-0.167242,-0.169617,-0.171695,0.0169692,-0.168771
 Luxembourg ,-0.286097,-0.189308,-0.180938,-0.179611,-0.182272,-0.167323,-0.185352,-0.141246,-0.15433,-0.166177,-0.167997,-0.169983,0.0411206,-0.16729
 Luxembourg ,-0.218981,-0.189395,-0.181236,-0.177081,-0.18163,-0.168185,-0.186039,-0.141417,-0.154621,-0.166657,-0.167891,-0.169571,0.0508024,-0.16772
 Luxembourg ,-0.151866,-0.189253,-0.179901,-0.163717,-0.172411,-0.167164,-0.185054,-0.137453,-0.15168,-0.165,-0.166778,-0.167765,0.0707782,-0.165188
 Luxembourg ,-0.0847501,-0.18835,-0.176097,-0.142525,-0.156163,-0.165077,-0.18309,-0.133565,-0.148693,-0.162495,-0.163167,-0.164565,0.0937465,-0.1621
 Luxembourg ,-0.0176345,-0.18896,-0.176747,-0.138092,-0.152968,-0.16614,-0.183941,-0.133044,-0.148181,-0.16239,-0.163154,-0.164523,0.0996367,-0.162193
 Luxembourg ,0.0494812,-0.18973,-0.178529,-0.137095,-0.150532,-0.16699,-0.184824,-0.134356,-0.148684,-0.164428,-0.164582,-0.165875,0.0917745,-0.163442
 Luxembourg ,0.116597,-0.189298,-0.176762,-0.119977,-0.132894,-0.1665,-0.184387,-0.134454,-0.146079,-0.163973,-0.1646,-0.16528,0.0861762,-0.162969
 Luxembourg ,0.183713,-0.189309,-0.175769,-0.104456,-0.121034,-0.166952,-0.184689,-0.131837,-0.143838,-0.163389,-0.163285,-0.163511,0.103209,-0.161681
 Luxembourg ,0.250828,-0.190048,-0.177798,-0.0883152,-0.108036,-0.167556,-0.185393,-0.132095,-0.145137,-0.164555,-0.164751,-0.164236,0.117367,-0.162378
 Luxembourg ,0.317944,-0.190213,-0.177008,-0.0884639,-0.106952,-0.168083,-0.185774,-0.131956,-0.143734,-0.163595,-0.164452,-0.164042,0.1108,-0.162209
 Luxembourg ,0.385059,-0.189151,-0.17373,-0.083567,-0.105327,-0.167498,-0.185101,-0.129432,-0.142214,-0.161994,-0.163624,-0.161838,0.1275,-0.160418
 Luxembourg ,0.452175,-0.189774,-0.167356,-0.0422452,-0.0705203,-0.164222,-0.18181,-0.122727,-0.13586,-0.157876,-0.15949,-0.155681,0.155556,-0.155173
 Luxembourg ,0.519291,-0.188535,-0.162473,0.0205753,-0.0187901,-0.16256,-0.180125,-0.11607,-0.130603,-0.156012,-0.151827,-0.150195,0.204553,-0.150856
 Luxembourg ,0.586406,-0.189853,-0.163014,0.064127,0.0173741,-0.162293,-0.179791,-0.11187,-0.127121,-0.156052,-0.1491,-0.147498,0.236912,-0.148757
 Luxembourg ,0.653522,-0.189868,-0.158892,0.144112,0.0737589,-0.161789,-0.179112,-0.103875,-0.124271,-0.15198,-0.149066,-0.142201,0.350016,-0.144235
 Luxembourg ,0.720638,-0.188542,-0.148297,0.232465,0.139305,-0.155595,-0.173748,-0.0941491,-0.11546,-0.149515,-0.139539,-0.133418,0.4575,-0.136622
 Luxembourg ,0.787753,-0.188709,-0.143608,0.27411,0.170127,-0.156677,-0.174633,-0.0851965,-0.108901,-0.137385,-0.137454,-0.126219,0.508551,-0.130916
 Luxembourg ,0.854869,-0.190043,-0.147608,0.191769,0.0931176,-0.164761,-0.180949,-0.0887491,-0.109513,-0.14158,-0.148797,-0.130646,0.493575,-0.135621
 Luxembourg ,0.921985,-0.189444,-0.147713,0.255406,0.153149,-0.163223,-0.179952,-0.0864482,-0.108081,-0.138837,-0.145207,-0.128705,0.502395,-0.133752
 Luxembourg ,0.9891,-0.189345,-0.143986,0.327591,0.220973,-0.161997,-0.178835,-0.0822788,-0.103019,-0.126051,-0.140634,-0.123163,0.513848,-0.129436
 Luxembourg ,1.05622,-0.188914,-0.14436,0.316154,0.21128,-0.163601,-0.180475,-0.0829032,-0.105462,-0.132505,-0.137409,-0.125028,0.506403,-0.131241
 Luxembourg ,1.12333,-0.188949,-0.140044,0.390492,0.266307,-0.16218,-0.178776,-0.075391,-0.104622,-0.128166,-0.136556,-0.119538,0.597484,-0.126718
 Luxembourg ,1.19045,-0.188249,-0.135097,0.453393,0.321932,-0.160556,-0.177002,-0.0717757,-0.100265,-0.12729,-0.133391,-0.115954,0.626068,-0.123898
 Luxembourg ,1.25756,-0.189851,-0.143531,0.390492,0.275672,-0.160315,-0.177375,-0.0799395,-0.106904,-0.136649,-0.144728,-0.124756,0.547384,-0.129523
 Luxembourg ,1.32468,-0.18988,-0.138955,0.413365,0.287706,-0.158501,-0.175656,-0.077456,-0.109161,-0.134379,-0.142157,-0.122596,0.601609,-0.127573
 Luxembourg ,1.39179,-0.18936,-0.137439,0.459112,0.333016,-0.161197,-0.177962,-0.0723242,-0.102831,-0.131719,-0.13629,-0.119003,0.596415,-0.1253
 Luxembourg ,1.45891,-0.189051,-0.132372,0.53345,0.393983,-0.158967,-0.175904,-0.0662065,-0.0951478,-0.129816,-0.132548,-0.113631,0.655721,-0.120882
 Luxembourg ,1.52603,-0.189362,-0.124118,0.550604,0.416153,-0.159179,-0.176076,-0.068428,-0.098228,-0.130184,-0.136308,-0.114825,0.626068,-0.121836
 Luxembourg ,1.59314,-0.189285,-0.125258,0.579196,0.427238,-0.157825,-0.174793,-0.061811,-0.0880117,-0.13204,-0.132195,-0.110592,0.715027,-0.118019
 Luxembourg ,1.66026,-0.189047,-0.110751,0.7679,0.582426,-0.155346,-0.17255,-0.0470668,-0.0781432,-0.126611,-0.123554,-0.0988979,0.863291,-0.108829
" China, Macao SAR ",-1.76264,,-0.200893,-0.266031,-0.253545,-0.179273,-0.196486,-0.154223,-0.169397,-0.180215,-0.183424,-0.185574,-0.0256985,-0.180663
" China, Macao SAR ",-1.69553,,-0.200866,-0.265818,-0.253361,-0.179248,-0.196462,-0.154184,-0.169386,-0.180192,-0.18339,-0.18554,-0.0255806,-0.180633
" China, Macao SAR ",-1.62841,,-0.20083,-0.265527,-0.253109,-0.179213,-0.196429,-0.15413,-0.169371,-0.180162,-0.183343,-0.185494,-0.0254187,-0.180593
" China, Macao SAR ",-1.56129,,-0.200757,-0.26495,-0.252609,-0.179144,-0.196365,-0.154024,-0.169341,-0.180101,-0.183251,-0.185402,-0.0250986,-0.180512
" China, Macao SAR ",-1.49418,,-0.200717,-0.264624,-0.252327,-0.179105,-0.196328,-0.153965,-0.169324,-0.180066,-0.183199,-0.185351,-0.0249209,-0.180467
" China, Macao SAR ",-1.42706,,-0.200668,-0.264232,-0.251989,-0.179058,-0.196284,-0.153893,-0.169304,-0.180025,-0.183136,-0.185288,-0.0246972,-0.180412
" China, Macao SAR ",-1.35995,,-0.20067,-0.264249,-0.252003,-0.17906,-0.196286,-0.153896,-0.169305,-0.180026,-0.183139,-0.185291,-0.0247099,-0.180414
" China, Macao SAR ",-1.29283,,-0.200569,-0.26345,-0.251308,-0.178965,-0.196196,-0.153749,-0.169263,-0.179942,-0.183011,-0.185164,-0.0242828,-0.180302
" China, Macao SAR ",-1.22572,,-0.200428,-0.262316,-0.250337,-0.17883,-0.19607,-0.153543,-0.169205,-0.179823,-0.182831,-0.184985,-0.0236004,-0.180145
" China, Macao SAR ",-1.1586,,-0.200345,-0.261668,-0.249765,-0.17875,-0.195995,-0.153421,-0.16917,-0.179753,-0.182724,-0.184879,-0.0232972,-0.180052
" China, Macao SAR ",-1.09149,,-0.200211,-0.260593,-0.248817,-0.178623,-0.195876,-0.153225,-0.169115,-0.17964,-0.182554,-0.18471,-0.0227968,-0.179903
" China, Macao SAR ",-1.02437,,-0.200166,-0.260194,-0.24855,-0.17858,-0.195835,-0.15316,-0.169096,-0.179602,-0.182496,-0.184653,-0.0221545,-0.179852
" China, Macao SAR ",-0.957254,,-0.200114,-0.259889,-0.248178,-0.178528,-0.195786,-0.153082,-0.169074,-0.179557,-0.182428,-0.184585,-0.0225637,-0.179793
" China, Macao SAR ",-0.890138,,-0.200119,-0.259826,-0.248093,-0.178538,-0.195796,-0.153091,-0.169077,-0.179564,-0.182431,-0.184595,-0.0226906,-0.179801
" China, Macao SAR ",-0.823022,,-0.199983,-0.258585,-0.24746,-0.178403,-0.195669,-0.152893,-0.16902,-0.179447,-0.182251,-0.184421,-0.0196442,-0.179648
" China, Macao SAR ",-0.755907,,-0.199943,-0.258865,-0.247515,-0.178358,-0.195627,-0.152824,-0.169001,-0.179407,-0.182206,-0.184362,-0.0208038,-0.179596
" China, Macao SAR ",-0.688791,,-0.199789,-0.257612,-0.246275,-0.178245,-0.195519,-0.152617,-0.168944,-0.1793,-0.182016,-0.18419,-0.0209357,-0.179445
" China, Macao SAR ",-0.621675,,-0.199464,-0.254764,-0.244522,-0.177884,-0.195182,-0.152143,-0.168803,-0.179,-0.181567,-0.183757,-0.0155507,-0.179063
" China, Macao SAR ",-0.55456,,-0.199235,-0.253214,-0.243122,-0.177645,-0.194958,-0.151732,-0.168692,-0.178772,-0.181235,-0.183421,-0.0150018,-0.178763
" China, Macao SAR ",-0.487444,,-0.198746,-0.250969,-0.241486,-0.177447,-0.194762,-0.151191,-0.168554,-0.178556,-0.180812,-0.182998,-0.0121134,-0.178407
" China, Macao SAR ",-0.420328,,-0.198528,-0.248872,-0.240552,-0.176687,-0.19407,-0.150777,-0.168378,-0.178051,-0.180288,-0.182448,-0.00623463,-0.1779
" China, Macao SAR ",-0.353213,,-0.198254,-0.247382,-0.238435,-0.176598,-0.193978,-0.14987,-0.168196,-0.177754,-0.179755,-0.181921,-0.00983434,-0.17742
" China, Macao SAR ",-0.286097,,-0.195996,-0.244043,-0.236767,-0.176515,-0.193825,-0.148275,-0.167821,-0.177477,-0.178575,-0.180754,-0.00144053,-0.176536
